Type	Complement Status	Start	End	Gene/Locus Tag	Strand Present?	Position(s)	Position(s) 2	Position(s) 3	Position(s) 4	Position(s) 5	Position(s) 6	Position(s) 7	Position(s) 8	Position(s) 9	Position(s) 10	
CDS	Complement	1231706	1231906	carB	Yes	1231849										
CDS	Complement	1233098	1233298	SPNHU17_RS06130	Yes	1233104	1233161	1233267								
CDS	Complement	1234071	1234271	SPNHU17_RS06135	Yes	1234090	1234155	1234184								
CDS	Complement	1234611	1234811	pyrR	Yes	1234810										
CDS	Complement	1235451	1235651	nth	Yes	1235501	1235508	1235563								
CDS	Complement	1235993	1236193	SPNHU17_RS06150												
CDS	Not Complement	1235963	1236163	SPNHU17_RS06155												
CDS	Not Complement	1236644	1236844	SPNHU17_RS06160	Yes	1236652	1236746									
CDS	Complement	1239314	1239514	htpX	Yes	1239360	1239435	1239501								
CDS	Complement	1239876	1240076	SPNHU17_RS06170	Yes	1239891	1240022									
CDS	Not Complement	1239770	1239970	rsmG												
CDS	Complement	1242087	1242287	SPNHU17_RS06180	Yes	1242103	1242201	1242212	1242267							
CDS	Complement	1242372	1242572	SPNHU17_RS06185	Yes	1242386	1242407									
CDS	Not Complement	1242156	1242356	SPNHU17_RS10980												
CDS	Complement	1243063	1243263	SPNHU17_RS06190	Yes	1243144	1243161	1243203	1243210	1243254						
CDS	Complement	1243482	1243682	SPNHU17_RS06195	Yes	1243487	1243499	1243541	1243644							
CDS	Not Complement	1243787	1243987	SPNHU17_RS06200	Yes	1243933										
CDS	Complement	1244567	1244767	SPNHU17_RS06205	Yes	1244639										
CDS	Complement	1245679	1245879	SPNHU17_RS06210												
CDS	Complement	1246925	1247125	SPNHU17_RS06215	Yes	1246934										
CDS	Complement	1247057	1247257	SPNHU17_RS06220												
CDS	Complement	1248237	1248437	SPNHU17_RS06225												
CDS	Complement	1249235	1249435	SPNHU17_RS06230	Yes	1249241	1249253	1249402								
CDS	Complement	1251409	1251609	SPNHU17_RS06235	Yes	1251425	1251534	1251564								
CDS	Complement	1253859	1254059	SPNHU17_RS06240	Yes	1253904	1253925									
CDS	Complement	1254349	1254549	SPNHU17_RS06245	Yes	1254455										
CDS	Complement	1254821	1255021	SPNHU17_RS06250	Yes	1254837										
CDS	Complement	1255159	1255359	SPNHU17_RS06255	Yes	1255226										
CDS	Not Complement	1255139	1255339	SPNHU17_RS06260												
CDS	Complement	1257580	1257780	erm(B)	Yes	1257741										
CDS	Complement	1257788	1257988	SPNHU17_RS06270	Yes	1257911	1257931	1257950								
CDS	Complement	1258004	1258204	SPNHU17_RS10985	Yes	1258128	1258172									
CDS	Complement	1259255	1259455	SPNHU17_RS06275	Yes	1259336	1259357									
CDS	Complement	1259430	1259630	SPNHU17_RS06280	Yes	1259507										
CDS	Complement	1260818	1261018	SPNHU17_RS06285	Yes	1260836	1260871									
CDS	Complement	1261233	1261433	SPNHU17_RS06290	Yes	1261238	1261247	1261377								
CDS	Complement	1261563	1261763	SPNHU17_RS06295	Yes	1261581	1261658	1261676								
CDS	Not Complement	1261995	1262195	SPNHU17_RS06300	Yes	1262029										
CDS	Complement	1265145	1265345	ffh	Yes	1265150	1265189	1265286	1265312							
CDS	Complement	1265489	1265689	SPNHU17_RS06310	Yes	1265597										
CDS	Complement	1265957	1266157	SPNHU17_RS06315	Yes	1265972	1266119									
CDS	Not Complement	1265829	1266029	SPNHU17_RS06320												
CDS	Not Complement	1267146	1267346	yidA	Yes	1267234										
CDS	Not Complement	1267995	1268195	SPNHU17_RS06330	Yes	1268166										
tRNA	Complement	1269431	1269631	SPNHU17_RS06335	Yes	1269487	1269536	1269577								
CDS	Complement	1269820	1270020	rplS	Yes	1269919										
CDS	Complement	1270268	1270468	crcB	Yes	1270271										
CDS	Complement	1270636	1270836	crcB	Yes	1270743	1270783									
CDS	Complement	1270899	1271099	SPNHU17_RS06355												
CDS	Complement	1271458	1271658	SPNHU17_RS06360	Yes	1271482	1271504									
CDS	Not Complement	1271362	1271562	SPNHU17_RS06365												
CDS	Not Complement	1272351	1272551	SPNHU17_RS06370	Yes	1272519										
CDS	Complement	1273380	1273580	SPNHU17_RS06375	Yes	1273386	1273477	1273498								
CDS	Complement	1274130	1274330	SPNHU17_RS06380	Yes	1274185	1274245	1274276								
CDS	Complement	1274281	1274481	SPNHU17_RS06385												
CDS	Not Complement	1275134	1275334	gdhA	Yes	1275180	1275212	1275256	1275265							
CDS	Complement	1277346	1277546	SPNHU17_RS06395	Yes	1277350	1277365	1277423	1277449							
CDS	Complement	1277700	1277900	SPNHU17_RS06400	Yes	1277712	1277896									
CDS	Not Complement	1277900	1278100	SPNHU17_RS06405												
CDS	Complement	1278899	1279099	SPNHU17_RS06410	Yes	1278932	1278961	1279039								
CDS	Complement	1279188	1279388	SPNHU17_RS06420	Yes	1279358										
CDS	Not Complement	1279573	1279773	SPNHU17_RS06425	Yes	1279620										
CDS	Complement	1281334	1281534	SPNHU17_RS06430	Yes	1281416	1281529									
CDS	Complement	1281634	1281834	SPNHU17_RS06435	Yes	1281722	1281748	1281764	1281787							
CDS	Complement	1282321	1282521	SPNHU17_RS06440	Yes	1282339	1282462									
CDS	Complement	1283729	1283929	SPNHU17_RS06445	Yes	1283747	1283798									
CDS	Complement	1285505	1285705	SPNHU17_RS06450	Yes	1285595										
CDS	Complement	1285888	1286088	SPNHU17_RS06455	Yes	1285907										
CDS	Complement	1286885	1287085	SPNHU17_RS06460	Yes	1286897	1286924	1286945	1286988							
CDS	Complement	1287531	1287731	SPNHU17_RS06465	Yes	1287564	1287621	1287704								
CDS	Complement	1288041	1288241	SPNHU17_RS06470	Yes	1288087	1288118									
CDS	Complement	1290048	1290248	SPNHU17_RS06475	Yes	1290055	1290079	1290133	1290176	1290181	1290193	1290223	1290238	1290247		
CDS	Complement	1290361	1290561	SPNHU17_RS06480	Yes	1290447	1290523									
CDS	Complement	1291276	1291476	SPNHU17_RS06485	Yes	1291279	1291357	1291450	1291467							
CDS	Complement	1292542	1292742	SPNHU17_RS06490	Yes	1292570	1292577	1292594	1292636	1292674	1292692					
CDS	Complement	1294804	1295004	SPNHU17_RS06495	Yes	1294814	1294853									
CDS	Complement	1295264	1295464	SPNHU17_RS06500	Yes	1295273	1295280	1295321	1295368							
CDS	Complement	1296824	1297024	SPNHU17_RS06505	Yes	1296868	1296968									
CDS	Complement	1297769	1297969	SPNHU17_RS06510	Yes	1297777	1297829	1297918	1297959							
CDS	Complement	1298495	1298695	SPNHU17_RS06515	Yes	1298556	1298693									
CDS	Complement	1299309	1299509	SPNHU17_RS06520	Yes	1299375	1299385	1299405	1299412	1299416						
CDS	Complement	1300195	1300395	SPNHU17_RS06525												
CDS	Complement	1301756	1301956	SPNHU17_RS06530	Yes	1301841	1301849	1301873								
CDS	Complement	1302499	1302699	SPNHU17_RS06535	Yes	1302543	1302678									
CDS	Complement	1303134	1303334	SPNHU17_RS06540	Yes	1303231										
CDS	Complement	1304726	1304926	SPNHU17_RS06545												
CDS	Complement	1306418	1306618	SPNHU17_RS06550												
CDS	Complement	1307114	1307314	rplL	Yes	1307123	1307160	1307213								
CDS	Complement	1307690	1307890	rplJ	Yes	1307733										
CDS	Complement	1309199	1309399	SPNHU17_RS06565												
CDS	Complement	1311624	1311824	SPNHU17_RS06570	Yes	1311639	1311661	1311683	1311727	1311808	1311821					
CDS	Complement	1313350	1313550	SPNHU17_RS06575	Yes	1313452										
CDS	Complement	1314346	1314546	msrB	Yes	1314355										
CDS	Complement	1315510	1315710	thrB	Yes	1315586	1315697									
CDS	Complement	1316798	1316998	SPNHU17_RS06590	Yes	1316819	1316878	1316939								
CDS	Complement	1317686	1317886	mecA	Yes	1317707	1317776	1317789	1317815							
CDS	Complement	1318920	1319120	SPNHU17_RS06600	Yes	1318930	1318957	1319038								
CDS	Complement	1320382	1320582	SPNHU17_RS06605	Yes	1320421	1320431									
CDS	Complement	1321384	1321584	SPNHU17_RS06610	Yes	1321406										
CDS	Complement	1322489	1322689	SPNHU17_RS06615												
CDS	Complement	1323324	1323524	SPNHU17_RS06620	Yes	1323333	1323347	1323440								
CDS	Complement	1324877	1325077	psr	Yes	1324890	1325053									
CDS	Complement	1325722	1325922	pheA	Yes	1325742	1325808	1325901	1325914							
CDS	Complement	1326195	1326395	SPNHU17_RS06635	Yes	1326365										
CDS	Complement	1327471	1327671	aroA	Yes	1327562	1327569	1327604	1327669							
CDS	Complement	1327901	1328101	SPNHU17_RS06645	Yes	1327944	1327968	1328028								
CDS	Complement	1329015	1329215	SPNHU17_RS06650	Yes	1329102	1329111									
CDS	Complement	1330191	1330391	aroC	Yes	1330222	1330285	1330306	1330345	1330353	1330378					
CDS	Complement	1331268	1331468	aroB	Yes	1331285	1331301	1331337	1331431	1331445						
CDS	Complement	1332141	1332341	SPNHU17_RS06665	Yes	1332164										
CDS	Complement	1332808	1333008	aroD	Yes	1332852	1332952									
CDS	Complement	1333968	1334168	SPNHU17_RS06675	Yes	1334131										
CDS	Complement	1336287	1336487	SPNHU17_RS06680	Yes	1336305	1336333	1336359	1336403							
CDS	Complement	1337017	1337217	SPNHU17_RS06685	Yes	1337113										
CDS	Not Complement	1336996	1337196	SPNHU17_RS06690												
CDS	Complement	1341358	1341558	alaS	Yes	1341397	1341406	1341514								
CDS	Complement	1341865	1342065	SPNHU17_RS06700	Yes	1342024	1342062									
CDS	Complement	1342379	1342579	SPNHU17_RS06705	Yes	1342396										
CDS	Complement	1343694	1343894	SPNHU17_RS06710	Yes	1343786	1343848									
CDS	Complement	1344464	1344664	SPNHU17_RS06715	Yes	1344478										
CDS	Complement	1345267	1345467	SPNHU17_RS06720	Yes	1345274	1345319	1345361	1345412	1345459						
CDS	Complement	1346405	1346605	SPNHU17_RS06725	Yes	1346428	1346520	1346531	1346553	1346577	1346601					
CDS	Complement	1347471	1347671	murB	Yes	1347606										
CDS	Complement	1348342	1348542	SPNHU17_RS06735	Yes	1348346	1348366	1348379								
CDS	Complement	1349083	1349283	budA	Yes	1349091	1349259									
CDS	Not Complement	1349025	1349225	SPNHU17_RS06745												
CDS	Complement	1351331	1351531	SPNHU17_RS06750	Yes	1351427	1351457	1351514								
CDS	Complement	1352141	1352341	phoU	Yes	1352146	1352166	1352188								
CDS	Complement	1352911	1353111	pstB	Yes	1352919	1352924	1353098								
CDS	Complement	1353727	1353927	pstB	Yes	1353756	1353882	1353905								
CDS	Complement	1354622	1354822	pstA	Yes	1354630	1354634	1354641	1354645							
CDS	Complement	1355529	1355729	pstC	Yes	1355576	1355588									
CDS	Complement	1356407	1356607	pstS	Yes	1356415	1356494	1356538	1356554							
CDS	Complement	1358285	1358485	SPNHU17_RS06785	Yes	1358298	1358303	1358324	1358420							
CDS	Complement	1359059	1359259	SPNHU17_RS06790	Yes	1359071	1359084	1359132	1359154							
CDS	Complement	1359327	1359527	SPNHU17_RS06795												
CDS	Complement	1359728	1359928	SPNHU17_RS06800	Yes	1359735	1359821									
CDS	Complement	1360557	1360757	SPNHU17_RS06805												
CDS	Complement	1361320	1361520	SPNHU17_RS06810	Yes	1361327	1361348	1361399	1361411	1361487						
CDS	Complement	1362068	1362268	SPNHU17_RS06815	Yes	1362192	1362228	1362259								
CDS	Complement	1363203	1363403	hemW	Yes	1363346										
CDS	Complement	1363676	1363876	SPNHU17_RS06825	Yes	1363779										
CDS	Complement	1364075	1364275	SPNHU17_RS06830	Yes	1364084	1364116									
CDS	Complement	1364864	1365064	lgt	Yes	1364879	1364937	1365059								
CDS	Complement	1365792	1365992	hprK	Yes	1365798	1365851	1365903	1365914	1365919	1365984					
CDS	Complement	1366098	1366298	rpsU	Yes	1366105	1366132	1366191	1366246							
CDS	Complement	1366945	1367145	SPNHU17_RS06850	Yes	1366951	1366963	1367022	1367119							
CDS	Not Complement	1366896	1367096	queA												
CDS	Complement	1369878	1370078	SPNHU17_RS10990	Yes	1369963	1370039									
CDS	Complement	1371177	1371377	SPNHU17_RS06870	Yes	1371201	1371264	1371312								
CDS	Complement	1372399	1372599	nadE												
CDS	Complement	1373856	1374056	SPNHU17_RS06880	Yes	1373863	1373897	1373907	1374017							
CDS	Complement	1374460	1374660	SPNHU17_RS06885	Yes	1374495	1374547									
CDS	Complement	1374659	1374859	SPNHU17_RS06890												
CDS	Complement	1375773	1375973	SPNHU17_RS06895	Yes	1375839	1375866									
CDS	Complement	1376553	1376753	SPNHU17_RS06900	Yes	1376556										
CDS	Complement	1378038	1378238	SPNHU17_RS06905												
CDS	Complement	1378609	1378809	SPNHU17_RS06910	Yes	1378612	1378618	1378623								
CDS	Complement	1380176	1380376	SPNHU17_RS06915	Yes	1380182	1380215									
CDS	Not Complement	1380573	1380773	SPNHU17_RS10995												
CDS	Not Complement	1381151	1381351	SPNHU17_RS06930												
CDS	Complement	1384179	1384379	guaA	Yes	1384186	1384191	1384210	1384272							
CDS	Not Complement	1384121	1384321	SPNHU17_RS06940												
CDS	Complement	1385958	1386158	SPNHU17_RS06945	Yes	1386038										
CDS	Complement	1386902	1387102	SPNHU17_RS06950	Yes	1386933	1386958									
CDS	Complement	1387624	1387824	SPNHU17_RS06955	Yes	1387726										
CDS	Complement	1388343	1388543	SPNHU17_RS06960	Yes	1388359	1388371	1388438	1388452	1388479	1388488	1388500	1388524	1388534		
CDS	Complement	1389172	1389372	SPNHU17_RS06965	Yes	1389180	1389229									
CDS	Complement	1389530	1389730	SPNHU17_RS06970	Yes	1389549	1389566	1389575								
CDS	Complement	1390247	1390447	SPNHU17_RS06975	Yes	1390265	1390354									
CDS	Not Complement	1390560	1390760	def	Yes	1390575	1390579	1390609	1390637							
CDS	Not Complement	1391216	1391416	rlmB												
CDS	Complement	1393094	1393294	trxB	Yes	1393110	1393141									
CDS	Complement	1393384	1393584	SPNHU17_RS06995	Yes	1393390	1393399	1393447	1393561							
CDS	Complement	1394205	1394405	SPNHU17_RS07000	Yes	1394223	1394266	1394291								
CDS	Complement	1395005	1395205	SPNHU17_RS07005	Yes	1395169	1395194									
CDS	Complement	1395519	1395719	SPNHU17_RS07010	Yes	1395586	1395591									
CDS	Complement	1396044	1396244	SPNHU17_RS07015	Yes	1396050	1396121	1396148	1396228							
CDS	Complement	1396538	1396738	SPNHU17_RS07020	Yes	1396546	1396554	1396565	1396593	1396689						
CDS	Not Complement	1396473	1396673	SPNHU17_RS07025												
CDS	Not Complement	1396916	1397116	SPNHU17_RS07030	Yes	1396920										
CDS	Complement	1398365	1398565	pdxT	Yes	1398373	1398401	1398407								
CDS	Complement	1399241	1399441	pdxS	Yes	1399281	1399401									
CDS	Complement	1400772	1400972	SPNHU17_RS07045	Yes	1400781	1400855	1400897	1400926	1400937						
CDS	Not Complement	1400866	1401066	SPNHU17_RS07050	Yes	1401042										
CDS	Not Complement	1401849	1402049	SPNHU17_RS07055	Yes	1402002										
CDS	Not Complement	1402473	1402673	SPNHU17_RS07060												
CDS	Complement	1404290	1404490	SPNHU17_RS07065	Yes	1404293	1404377	1404451								
CDS	Complement	1406368	1406568	glyS	Yes	1406376	1406400	1406448	1406501	1406562						
CDS	Complement	1407497	1407697	glyQ	Yes	1407525	1407664									
CDS	Complement	1408452	1408652	SPNHU17_RS07080	Yes	1408464	1408468									
CDS	Complement	1409567	1409767	SPNHU17_RS07085	Yes	1409676										
CDS	Complement	1411072	1411272	SPNHU17_RS07090	Yes	1411105	1411199	1411214								
CDS	Complement	1411678	1411878	SPNHU17_RS07095	Yes	1411725	1411808	1411843								
CDS	Not Complement	1411717	1411917	SPNHU17_RS07100												
CDS	Not Complement	1412691	1412891	SPNHU17_RS07105												
CDS	Complement	1415742	1415942	tuf	Yes	1415807	1415828	1415932								
CDS	Complement	1417522	1417722	SPNHU17_RS07115	Yes	1417596	1417632	1417721								
CDS	Complement	1418423	1418623	SPNHU17_RS07120	Yes	1418429	1418519	1418561								
CDS	Complement	1419460	1419660	SPNHU17_RS07125	Yes	1419520	1419551	1419591								
CDS	Complement	1419825	1420025	SPNHU17_RS07130												
CDS	Complement	1420634	1420834	SPNHU17_RS07140												
CDS	Not Complement	1421279	1421479	SPNHU17_RS07145	Yes	1421338										
CDS	Not Complement	1423108	1423308	SPNHU17_RS07150	Yes	1423238										
CDS	Complement	1424769	1424969	SPNHU17_RS07155	Yes	1424778	1424800	1424823	1424955							
CDS	Complement	1425411	1425611	SPNHU17_RS07160	Yes	1425445										
CDS	Complement	1426062	1426262	SPNHU17_RS07165												
CDS	Complement	1427437	1427637	SPNHU17_RS07170												
CDS	Complement	1428593	1428793	SPNHU17_RS07175	Yes	1428607										
CDS	Not Complement	1428537	1428737	SPNHU17_RS07180												
CDS	Complement	1430214	1430414	SPNHU17_RS07185	Yes	1430242	1430326	1430347								
CDS	Complement	1431631	1431831	atpD	Yes	1431697	1431749	1431758	1431819							
CDS	Complement	1432595	1432795	SPNHU17_RS07195	Yes	1432700										
CDS	Complement	1434116	1434316	atpA	Yes	1434131	1434137	1434145	1434229	1434260	1434275					
CDS	Complement	1434667	1434867	SPNHU17_RS07205	Yes	1434825	1434840									
CDS	Complement	1435161	1435361	atpF	Yes	1435175										
CDS	Complement	1435891	1436091	atpB	Yes	1435909										
CDS	Complement	1436126	1436326	SPNHU17_RS07220	Yes	1436230										
CDS	Complement	1436460	1436660	SPNHU17_RS07225	Yes	1436473	1436517	1436537	1436545	1436552	1436556	1436563				
CDS	Complement	1437279	1437479	SPNHU17_RS07230	Yes	1437342										
CDS	Complement	1438534	1438734	greA	Yes	1438539	1438548	1438564								
CDS	Complement	1440260	1440460	mltG	Yes	1440269	1440335	1440350	1440355	1440379	1440430					
CDS	Complement	1440835	1441035	SPNHU17_RS07245	Yes	1440933	1441006									
CDS	Complement	1441296	1441496	SPNHU17_RS07250	Yes	1441431										
CDS	Complement	1442640	1442840	murC	Yes	1442646	1442765									
CDS	Complement	1443268	1443468	SPNHU17_RS07260	Yes	1443272	1443278	1443283	1443317	1443348	1443357	1443418	1443447			
CDS	Complement	1446414	1446614	SPNHU17_RS07265	Yes	1446455	1446488									
CDS	Complement	1447673	1447873	SPNHU17_RS07270	Yes	1447839	1447857									
CDS	Complement	1448775	1448975	SPNHU17_RS07275	Yes	1448819	1448833	1448841	1448860	1448885						
CDS	Complement	1449654	1449854	SPNHU17_RS07280	Yes	1449677	1449693									
CDS	Complement	1450568	1450768	SPNHU17_RS11000	Yes	1450605	1450628									
CDS	Complement	1452737	1452937	SPNHU17_RS07295	Yes	1452740	1452808	1452835	1452888							
CDS	Complement	1454563	1454763	SPNHU17_RS07300	Yes	1454624	1454651	1454720								
CDS	Not Complement	1454469	1454669	SPNHU17_RS07305												
CDS	Complement	1456354	1456554	SPNHU17_RS07310	Yes	1456513										
CDS	Complement	1457051	1457251	SPNHU17_RS11005	Yes	1457117										
CDS	Complement	1457600	1457800	SPNHU17_RS07325	Yes	1457637	1457660	1457703	1457728	1457769						
CDS	Complement	1458621	1458821	SPNHU17_RS07330	Yes	1458647	1458667	1458735	1458748							
CDS	Complement	1458991	1459191	SPNHU17_RS07335	Yes	1459010	1459121									
CDS	Complement	1459730	1459930	SPNHU17_RS07340	Yes	1459912										
CDS	Complement	1460143	1460343	SPNHU17_RS07345	Yes	1460159	1460168	1460321								
CDS	Complement	1461545	1461745	SPNHU17_RS07350	Yes	1461560	1461574	1461609	1461638	1461704						
CDS	Complement	1462078	1462278	rpsR	Yes	1462086	1462169	1462271								
CDS	Complement	1462451	1462651	SPNHU17_RS07360	Yes	1462602	1462623									
CDS	Complement	1462752	1462952	rpsF	Yes	1462898										
CDS	Complement	1464248	1464448	asnS	Yes	1464256	1464429									
CDS	Complement	1464633	1464833	SPNHU17_RS07375	Yes	1464656	1464718	1464809								
CDS	Complement	1465813	1466013	SPNHU17_RS07380	Yes	1465845	1465947	1465962	1465971							
CDS	Complement	1466298	1466498	SPNHU17_RS07385	Yes	1466426	1466475	1466497								
CDS	Not Complement	1466419	1466619	SPNHU17_RS07390	Yes	1466515	1466537									
CDS	Complement	1468173	1468373	yaaA	Yes	1468248	1468339									
CDS	Complement	1468416	1468616	SPNHU17_RS07400	Yes	1468419	1468466	1468520	1468551							
CDS	Complement	1470078	1470278	SPNHU17_RS07405	Yes	1470086	1470209									
CDS	Complement	1470500	1470700	SPNHU17_RS07410	Yes	1470574	1470627	1470681								
CDS	Complement	1471407	1471607	yghU	Yes	1471473										
CDS	Complement	1474116	1474316	SPNHU17_RS07420	Yes	1474158	1474172	1474246	1474284							
CDS	Not Complement	1474220	1474420	mntE	Yes	1474336	1474368									
CDS	Complement	1477618	1477818	SPNHU17_RS07430	Yes	1477624	1477777	1477809								
CDS	Complement	1478799	1478999	SPNHU17_RS07435												
CDS	Complement	1479578	1479778	dapB	Yes	1479676	1479759									
CDS	Complement	1480703	1480903	SPNHU17_RS07445	Yes	1480746	1480803									
CDS	Complement	1481079	1481279	SPNHU17_RS07450	Yes	1481086	1481135	1481146	1481170							
CDS	Complement	1482505	1482705	glmM	Yes	1482523	1482556									
CDS	Complement	1483308	1483508	SPNHU17_RS07460	Yes	1483313	1483375	1483390	1483456							
CDS	Complement	1484152	1484352	cdaA	Yes	1484182	1484201	1484214								
CDS	Not Complement	1484088	1484288	SPNHU17_RS07470												
CDS	Complement	1486201	1486401	whiA	Yes	1486207	1486272	1486398								
CDS	Complement	1487175	1487375	SPNHU17_RS07480	Yes	1487192	1487197									
CDS	Complement	1488062	1488262	rapZ	Yes	1488069	1488143									
CDS	Complement	1488494	1488694	SPNHU17_RS07490	Yes	1488498	1488503	1488516	1488604							
CDS	Complement	1489092	1489292	yihA	Yes	1489112	1489149	1489167	1489175	1489214						
CDS	Complement	1490333	1490533	clpX	Yes	1490339										
CDS	Complement	1490540	1490740	SPNHU17_RS07505	Yes	1490553										
CDS	Complement	1491046	1491246	SPNHU17_RS07510	Yes	1491061	1491146	1491167	1491175	1491235						
CDS	Complement	1491694	1491894	SPNHU17_RS07515	Yes	1491698										
CDS	Complement	1493696	1493896	lytC	Yes	1493769	1493841									
CDS	Complement	1494492	1494692	tpiA	Yes	1494495	1494511	1494522	1494572	1494618	1494667					
CDS	Complement	1495267	1495467	SPNHU17_RS07530	Yes	1495316	1495440									
CDS	Complement	1496220	1496420	metA	Yes	1496245	1496322	1496336	1496400							
CDS	Complement	1496914	1497114	SPNHU17_RS07540	Yes	1496921	1496925	1496929	1497049	1497095						
CDS	Complement	1497759	1497959	SPNHU17_RS07545	Yes	1497779										
CDS	Not Complement	1497767	1497967	SPNHU17_RS07550												
CDS	Complement	1499390	1499590	ugpC	Yes	1499449	1499581									
tRNA	Complement	1499758	1499958	SPNHU17_RS07560	Yes	1499813	1499823	1499829	1499866	1499926						
CDS	Complement	1500415	1500615	SPNHU17_RS07565	Yes	1500430	1500501	1500605								
CDS	Complement	1501203	1501403	codY	Yes	1501208	1501256	1501344								
CDS	Complement	1503042	1503242	SPNHU17_RS07575	Yes	1503056	1503102	1503120	1503155	1503178	1503231					
CDS	Complement	1504467	1504667	SPNHU17_RS07580	Yes	1504483	1504585	1504594	1504623							
CDS	Not Complement	1504460	1504660	SPNHU17_RS07585												
CDS	Not Complement	1505875	1506075	SPNHU17_RS07590	Yes	1506049										
CDS	Not Complement	1507218	1507418	SPNHU17_RS07595	Yes	1507371										
CDS	Not Complement	1508126	1508326	SPNHU17_RS07600	Yes	1508196	1508257	1508282								
CDS	Not Complement	1509201	1509401	SPNHU17_RS07605												
CDS	Complement	1510503	1510703	SPNHU17_RS07610	Yes	1510567	1510669									
CDS	Complement	1511254	1511454	SPNHU17_RS07615	Yes	1511422										
CDS	Complement	1511993	1512193	truA	Yes	1512103	1512151									
CDS	Complement	1513457	1513657	SPNHU17_RS07625	Yes	1513469	1513477									
CDS	Complement	1514326	1514526	SPNHU17_RS07630	Yes	1514362	1514428	1514446	1514473	1514519						
CDS	Complement	1514667	1514867	SPNHU17_RS07635	Yes	1514673	1514713	1514792	1514812	1514833						
CDS	Complement	1515469	1515669	cmk												
CDS	Complement	1515954	1516154	SPNHU17_RS07645	Yes	1515983	1516139									
CDS	Not Complement	1515806	1516006	SPNHU17_RS07650												
CDS	Complement	1517227	1517427	SPNHU17_RS07655	Yes	1517417										
CDS	Complement	1518248	1518448	galE	Yes	1518256	1518279	1518340								
CDS	Complement	1519652	1519852	SPNHU17_RS07665	Yes	1519665	1519770									
CDS	Complement	1520466	1520666	SPNHU17_RS07670	Yes	1520530	1520605	1520656								
CDS	Complement	1521130	1521330	SPNHU17_RS07675	Yes	1521144	1521178	1521226								
CDS	Not Complement	1521480	1521680	SPNHU17_RS07680												
CDS	Not Complement	1522202	1522402	SPNHU17_RS11010	Yes	1522227	1522252	1522271								
CDS	Complement	1525117	1525317	tkt	Yes	1525142	1525176	1525186								
CDS	Complement	1525849	1526049	SPNHU17_RS07695	Yes	1525871	1525936									
CDS	Complement	1526945	1527145	SPNHU17_RS07700	Yes	1526953	1526968	1526977								
CDS	Complement	1527282	1527482	SPNHU17_RS07705	Yes	1527306	1527389	1527478								
CDS	Complement	1527759	1527959	SPNHU17_RS07710												
CDS	Complement	1528165	1528365	SPNHU17_RS07715												
CDS	Complement	1529621	1529821	SPNHU17_RS07720	Yes	1529657	1529770	1529812								
CDS	Complement	1532486	1532686	SPNHU17_RS07725	Yes	1532527										
CDS	Not Complement	1532419	1532619	SPNHU17_RS07730												
CDS	Complement	1534274	1534474	SPNHU17_RS07735	Yes	1534418										
CDS	Complement	1535359	1535559	rpsO	Yes	1535367	1535472	1535508	1535547							
CDS	Complement	1536129	1536329	SPNHU17_RS07745	Yes	1536229	1536294									
CDS	Not Complement	1536168	1536368	SPNHU17_RS11015												
CDS	Not Complement	1536788	1536988	SPNHU17_RS07750	Yes	1536953										
CDS	Not Complement	1537169	1537369	thrS	Yes	1537193	1537223									
CDS	Complement	1540335	1540535	SPNHU17_RS07760	Yes	1540361										
CDS	Complement	1541005	1541205	SPNHU17_RS07765	Yes	1541020	1541041									
CDS	Not Complement	1540961	1541161	SPNHU17_RS07770												
CDS	Complement	1542627	1542827	SPNHU17_RS07775	Yes	1542630	1542736									
CDS	Complement	1543132	1543332	SPNHU17_RS07780	Yes	1543179	1543226	1543262	1543324							
CDS	Complement	1544050	1544250	SPNHU17_RS07785	Yes	1544070										
CDS	Not Complement	1543962	1544162	SPNHU17_RS07790												
CDS	Complement	1545872	1546072	dtd	Yes	1545883										
CDS	Complement	1548124	1548324	SPNHU17_RS07805												
CDS	Not Complement	1548940	1549140	SPNHU17_RS07810	Yes	1549102										
CDS	Complement	1551784	1551984	pepO	Yes	1551799	1551892									
CDS	Not Complement	1551875	1552075	SPNHU17_RS07820	Yes	1551990	1552011									
CDS	Not Complement	1552594	1552794	SPNHU17_RS07825	Yes	1552779										
CDS	Not Complement	1553474	1553674	psaA	Yes	1553570	1553574									
CDS	Not Complement	1554526	1554726	tpx	Yes	1554645	1554659	1554691								
CDS	Complement	1558021	1558221	SPNHU17_RS07840	Yes	1558191										
CDS	Complement	1558724	1558924	SPNHU17_RS07845	Yes	1558859	1558898									
CDS	Complement	1559537	1559737	SPNHU17_RS07850												
CDS	Complement	1561682	1561882	SPNHU17_RS07855	Yes	1561742	1561776	1561815								
CDS	Complement	1562427	1562627	SPNHU17_RS07860	Yes	1562452	1562461	1562496	1562573	1562603						
CDS	Complement	1563301	1563501	SPNHU17_RS07865	Yes	1563343	1563372	1563414	1563467							
CDS	Complement	1566269	1566469	ileS												
CDS	Complement	1566653	1566853	SPNHU17_RS07875	Yes	1566752										
CDS	Complement	1567789	1567989	divIVA	Yes	1567834	1567846	1567889	1567966	1567971						
CDS	Complement	1568583	1568783	SPNHU17_RS07885	Yes	1568615	1568712									
CDS	Complement	1568843	1569043	SPNHU17_RS07890	Yes	1568859	1568975	1568982								
